Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,
ya5nTcS08LM,80,90," ""/m/04rlf",/m/04szw,"/m/0l14j_""",,,,,,,,
ya6TBYfO060,20,30," ""/m/07s0dtb""",,,,,,,,,,
ya6c1Im3-NU,40,50," ""/m/028v0c",/m/09x0r,"/t/dd00126""",,,,,,,,
ya6ka0_2l28,180,190," ""/m/02lkt",/m/04rlf,/m/07lnk,"/m/07s72n""",,,,,,,
ya6kwH6jS8c,30,40," ""/m/028ght",/m/04rlf,"/m/0c1dj""",,,,,,,,
ya7cQJbFb5Y,110,120," ""/m/02mscn","/m/04rlf""",,,,,,,,,
ya7mUFNOBJg,280,290," ""/m/01yg9g""",,,,,,,,,,
ya7mdkhsjYU,30,40," ""/m/04rlf",/m/04szw,"/m/07y_7""",,,,,,,,
ya8CC2k0YNA,40,50," ""/m/0342h",/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y,"/t/dd00125""",,,,,
ya8Guq4kcHM,130,140," ""/m/07qc9xj""",,,,,,,,,,
ya8NMJWwkJE,30,40," ""/m/09x0r""",,,,,,,,,,
ya8OB6CgmbA,30,40," ""/m/042v_gx","/m/04rlf""",,,,,,,,,
ya8ZUEErbjE,100,110," ""/t/dd00129""",,,,,,,,,,
ya8_Fg0dxXU,20,30," ""/t/dd00112","/t/dd00125""",,,,,,,,,
ya8bzTYY-9Q,90,100," ""/m/09x0r""",,,,,,,,,,
ya8gVRJQLIo,30,40," ""/m/09x0r""",,,,,,,,,,
ya8n86_Ylok,30,40," ""/m/09x0r","/t/dd00125""",,,,,,,,,
ya8sLwEP8Ps,23,33," ""/m/015p6","/m/09x0r""",,,,,,,,,
ya9-kn7lRDM,30,40," ""/m/09x0r""",,,,,,,,,,
ya9H38EPnjg,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
ya9WAOE_GdM,430,440," ""/m/09x0r""",,,,,,,,,,
ya9o9BaitYY,30,40," ""/m/09x0r""",,,,,,,,,,
ya9oIiSWjLw,30,40," ""/m/04rlf""",,,,,,,,,,
ya9qYalXi2I,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
ya9tH2dMjXg,130,140," ""/m/01kcd","/m/06ncr""",,,,,,,,,
yaAEZ6_bsdQ,0,10," ""/m/09x0r""",,,,,,,,,,
yaAItX24_sE,30,40," ""/m/09x0r""",,,,,,,,,,
yaA_3jz7JXs,30,40," ""/m/04rlf""",,,,,,,,,,
yaA_9d-yUXI,170,180," ""/m/015lz1",/m/04rlf,/m/05pd6,"/m/05r5c""",,,,,,,
yaAlsaDRcDA,30,40," ""/m/09x0r""",,,,,,,,,,
yaAvhLlrNV0,30,40," ""/m/09x0r""",,,,,,,,,,
yaBCgoQNQHw,30,40," ""/m/09x0r""",,,,,,,,,,
yaBS6S6uzo4,12,22," ""/m/07q2z82","/m/07yv9""",,,,,,,,,
yaBV07LGtTY,230,240," ""/m/04rlf",/m/07qqyl4,"/m/09x0r""",,,,,,,,
yaBYiflMWrU,30,40," ""/m/01y3hg""",,,,,,,,,,
yaBYjUbhT2A,30,40," ""/m/09x0r""",,,,,,,,,,
yaBaLLZqjmw,180,190," ""/m/015y_n",/m/0342h,/m/03_d0,/m/03xq_f,/m/04rlf,/m/04szw,/m/05r5c,"/m/0fx80y""",,,
yaBqg0Vfgyc,430,440," ""/m/032s66",/m/09x0r,"/t/dd00128""",,,,,,,,
yaBzAIW4ouk,270,280," ""/m/09x0r""",,,,,,,,,,
yaC21XJMalc,30,40," ""/m/09x0r""",,,,,,,,,,
yaCDGCOC24A,30,40," ""/m/09x0r""",,,,,,,,,,
yaCcAK-HudI,2,12," ""/m/030rvx""",,,,,,,,,,
yaCrJSlrd4o,30,40," ""/m/04rlf""",,,,,,,,,,
yaCunE41dpE,30,40," ""/m/04rlf""",,,,,,,,,,
yaCzB2mZXzg,30,35," ""/m/09x0r""",,,,,,,,,,
yaDXYbvWUpg,0,7," ""/m/07qlf79","/m/09x0r""",,,,,,,,,
yaDZOYRo2g8,30,40," ""/m/04rlf",/m/04szw,"/m/07y_7""",,,,,,,,
yaDh5AO9qiQ,0,10," ""/m/0155w",/m/026t6,/m/0342h,/m/04rlf,"/m/07s8j8t""",,,,,,
yaDiJEM_4cA,60,70," ""/m/03m9d0z","/t/dd00092""",,,,,,,,,
yaDvtM5ls3A,30,40," ""/m/07qjznt","/m/09x0r""",,,,,,,,,
yaE43dK5-nY,30,40," ""/m/09x0r""",,,,,,,,,,
yaEra5bDzF4,230,240," ""/m/07p6mqd","/m/09x0r""",,,,,,,,,
yaFY-y9mrAc,150,160," ""/m/09x0r""",,,,,,,,,,
yaFpIlYIF3k,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaFxmUOoMPI,21,31," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaGBi1d29Hw,30,40," ""/m/09x0r""",,,,,,,,,,
yaGEUxtcmzw,80,90," ""/m/09x0r""",,,,,,,,,,
yaGUM6ac42Q,30,40," ""/m/04rlf",/m/07q2z82,/m/07yv9,"/m/0k4j""",,,,,,,
yaGgdRaEZ8k,140,150," ""/m/0342h",/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y,"/m/0g293""",,,,,
yaGoCbAydpE,30,40," ""/m/04rlf",/m/09x0r,"/t/dd00035""",,,,,,,,
yaGv36NimQ4,30,40," ""/m/07yv9","/m/0k4j""",,,,,,,,,
yaHOlfVF0kc,30,40," ""/m/04rlf","/t/dd00031""",,,,,,,,,
yaHRO-TdgcM,30,40," ""/m/04rlf""",,,,,,,,,,
yaHdQwgOIQU,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaHrJI2CROo,10,20," ""/m/04rlf","/t/dd00125""",,,,,,,,,
yaHtyBSm72c,30,40," ""/m/09x0r""",,,,,,,,,,
yaHyROLcn14,60,70," ""/m/07y_7","/m/0l14_3""",,,,,,,,,
yaHztZKvLOE,30,40," ""/m/09x0r""",,,,,,,,,,
yaIDUbIF_BE,380,390," ""/m/026t6",/m/0bm02,"/m/0l14md""",,,,,,,,
yaIH5mJRIio,30,40," ""/m/04rlf""",,,,,,,,,,
yaIKOnC8Wyc,11,21," ""/m/07yv9""",,,,,,,,,,
yaIPTtooIp0,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaIUbbtww7w,30,40," ""/m/04rlf",/m/09x0r,"/t/dd00128""",,,,,,,,
yaImEFRvyyI,30,40," ""/m/04rlf""",,,,,,,,,,
yaIsY0eKY0E,30,40," ""/m/04rlf",/m/07qjznl,"/m/09x0r""",,,,,,,,
yaJZJybRF8g,40,50," ""/m/01kcd","/m/07gql""",,,,,,,,,
yaJbVJXGcYM,21,31," ""/m/04rlf","/t/dd00032""",,,,,,,,,
yaJbptczDgQ,10,20," ""/m/01xqw",/m/04rlf,/m/04szw,/m/05r5c,/m/0ggq0m,"/m/0l14_3""",,,,,
yaJlk-FGM8A,130,140," ""/m/09x0r""",,,,,,,,,,
yaJxJZtRUME,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaKTp_mkTgM,30,40," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yaKUBWshVTc,10,20," ""/m/04rlf",/m/06bxc,/m/0glt670,"/m/0l14qv""",,,,,,,
yaKVKyuN_k4,18,28," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yaKoY86SO78,460,470," ""/m/015p6",/m/05zppz,/m/09x0r,"/m/0h0rv""",,,,,,,
yaKvY4LkrPI,30,40," ""/m/09x0r""",,,,,,,,,,
yaLIJu_2U4Y,30,40," ""/m/07qjznl","/m/07qjznt""",,,,,,,,,
yaLLlY81_Wg,30,40," ""/m/0326g",/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,"/m/0fx80y""",,,,,
yaLMyKazrLY,50,60," ""/m/012f08",/m/07yv9,"/m/0k4j""",,,,,,,,
yaLRId_Xzpk,30,40," ""/m/09x0r""",,,,,,,,,,
yaLVHuw_2AQ,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaLZtdr_mbQ,0,10," ""/m/07pb8fc","/m/07yv9""",,,,,,,,,
yaLvcllCvYg,30,40," ""/m/07k1x""",,,,,,,,,,
yaLx6GgYpio,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaMBctUfvRA,30,40," ""/m/09x0r","/t/dd00129""",,,,,,,,,
yaMHlucFsZU,10,20," ""/m/09x0r""",,,,,,,,,,
yaMJqu-3kU8,80,90," ""/m/02mk9",/m/07r04,/m/07yv9,/m/09x0r,"/t/dd00128""",,,,,,
yaMTkz0mkoo,0,10," ""/m/09x0r""",,,,,,,,,,
yaMuiYfSTPI,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaN6CqaxbJE,60,70," ""/m/02lkt",/m/04rlf,/m/07gxw,"/m/0m0jc""",,,,,,,
yaN6JpwDh9A,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaNKBnxdJj8,20,30," ""/m/09x0r",/m/0bt9lr,"/m/0jbk""",,,,,,,,
yaNLQR9Ox8o,180,190," ""/m/04rlf","/m/0l14qv""",,,,,,,,,
yaOAHEnixqQ,250,260," ""/m/04rlf",/m/09x0r,"/t/dd00125""",,,,,,,,
yaOVNEL92Lc,30,40," ""/m/04rlf","/m/07sbbz2""",,,,,,,,,
yaOYzxcgJAo,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaOekXiUVPA,30,40," ""/m/04rlf""",,,,,,,,,,
yaOmz-xeov0,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaOyW6rNAAI,30,40," ""/m/09x0r""",,,,,,,,,,
yaP1qRDCD-4,480,490," ""/m/09x0r","/m/0d31p""",,,,,,,,,
yaPLFKoYHXs,30,40," ""/m/0m0jc""",,,,,,,,,,
yaPLmubWD3I,190,200," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yaPPN4XZmpI,200,210," ""/m/01c194""",,,,,,,,,,
yaPR5tkYYaQ,30,40," ""/m/09x0r""",,,,,,,,,,
yaPVwbyDM2s,50,60," ""/m/0g6b5""",,,,,,,,,,
yaPvEOu6P_o,200,210," ""/m/09x0r""",,,,,,,,,,
yaPvIKPDjjE,30,40," ""/m/04rlf""",,,,,,,,,,
yaQ1FCkggtY,22,32," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaQRHz0jAvM,30,40," ""/m/09x0r""",,,,,,,,,,
yaQgGeyIqLs,30,40," ""/m/09x0r""",,,,,,,,,,
yaQoWZK8Yyc,24,34," ""/m/04rlf""",,,,,,,,,,
yaR3zpHbG-w,30,40," ""/m/09x0r""",,,,,,,,,,
yaR7agkcywc,500,510," ""/m/07pbtc8","/m/09x0r""",,,,,,,,,
yaRJM76b8dA,30,40," ""/m/09x0r""",,,,,,,,,,
yaRLXG-NqvU,50,60," ""/m/02lkt",/m/04rlf,"/m/07lnk""",,,,,,,,
yaS2dd86EDE,40,50," ""/m/02mk9",/m/07yv9,"/m/0k4j""",,,,,,,,
yaS8TXidXR8,30,40," ""/m/09x0r""",,,,,,,,,,
yaSJAsN-jZI,30,40," ""/m/09x0r""",,,,,,,,,,
yaSOATJVyP4,140,150," ""/m/04rlf","/m/0gywn""",,,,,,,,,
yaSgLghOsYM,0,10," ""/m/09x0r""",,,,,,,,,,
yaT2kW8jjR4,210,220," ""/m/07yv9","/m/09x0r""",,,,,,,,,
yaTKfavXnBk,30,40," ""/m/04rlf""",,,,,,,,,,
yaTLczzmzx0,5,15," ""/m/07yv9","/m/0k4j""",,,,,,,,,
yaTLj_bhZv0,10,20," ""/m/015p6""",,,,,,,,,,
yaTU_aZSfZY,130,140," ""/m/015lz1",/m/04rlf,"/m/0y4f8""",,,,,,,,
yaTk7XQjQMs,50,60," ""/m/07yv9""",,,,,,,,,,
yaTn5SNIF_Q,0,10," ""/m/09x0r","/t/dd00128""",,,,,,,,,
yaTrK7D0mzU,30,40," ""/m/09x0r""",,,,,,,,,,
yaTtAJsRaRQ,220,230," ""/m/04k94","/m/09x0r""",,,,,,,,,
yaTy5uKVg1Y,30,40," ""/m/0jbk""",,,,,,,,,,
yaU4rKEaJYA,17,27," ""/m/04rlf""",,,,,,,,,,
yaU8MJyO_lM,210,220," ""/m/03m9d0z","/t/dd00129""",,,,,,,,,
yaUI0HSXyto,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaUMgKFuXmU,30,40," ""/m/04rlf""",,,,,,,,,,
yaUXeHmcmMI,0,10," ""/m/07k1x","/m/0_ksk""",,,,,,,,,
yaU_SoWR8WU,30,40," ""/m/04rlf""",,,,,,,,,,
yaUjh0XVkQ4,0,10," ""/m/01s0ps",/m/05148p4,"/m/05r5c""",,,,,,,,
yaUlDviQlYg,20,30," ""/m/01g50p",/m/06d_3,/m/07jdr,/m/07yv9,"/m/0912c9""",,,,,,
yaV8Ndk0lew,20,30," ""/m/04_sv","/m/07yv9""",,,,,,,,,
yaVA177Mp38,30,40," ""/m/04rlf""",,,,,,,,,,
yaVIZpCDO8E,110,120," ""/m/01h3n",/m/03vt0,"/m/09x0r""",,,,,,,,
yaVTEvXCNiA,21,31," ""/m/09x0r""",,,,,,,,,,
yaVdB6f1kCw,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaVevzDZbDU,110,120," ""/m/04rlf","/m/07sbbz2""",,,,,,,,,
yaVkrVPpbRU,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaVuUbRKhJ8,30,40," ""/m/027m70_""",,,,,,,,,,
yaVyVYZTmZA,28,38," ""/m/0912c9","/m/09x0r""",,,,,,,,,
yaW5GAw-2O8,0,10," ""/m/020bb7""",,,,,,,,,,
yaWKTccIFDY,0,10," ""/m/03m9d0z","/t/dd00092""",,,,,,,,,
yaWQFS5QSeo,60,70," ""/m/07qmpdm",/m/07yv9,"/t/dd00129""",,,,,,,,
yaWwad6WXVY,110,120," ""/m/018w8","/m/09x0r""",,,,,,,,,
yaX1pXrBlec,10,20," ""/m/04rlf","/m/0l14_3""",,,,,,,,,
yaX448FMR8I,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaX6nGsT94I,340,350," ""/m/09x0r""",,,,,,,,,,
yaXYXYnNa2s,10,20," ""/m/0199g","/m/07yv9""",,,,,,,,,
yaXdxdDtReo,230,240," ""/m/015lz1","/m/04rlf""",,,,,,,,,
yaXgiTveoOs,60,70," ""/m/09x0r","/t/dd00129""",,,,,,,,,
yaXpTjSnisw,30,40," ""/m/04rlf""",,,,,,,,,,
yaYlONl-YS0,10,20," ""/m/0mkg""",,,,,,,,,,
yaYsBP47-tw,10,20," ""/m/04rlf",/m/09x0r,"/m/0ytgt""",,,,,,,,
yaZEMetRY98,0,5," ""/m/0199g",/m/07yv9,"/m/09x0r""",,,,,,,,
yaZQGk0oGfE,90,100," ""/m/03fwl",/m/09x0r,/m/0ch8v,"/m/0jbk""",,,,,,,
yaZsOVMiAHA,10,20," ""/m/09x0r""",,,,,,,,,,
ya_7mwDnZKM,20,30," ""/m/04rlf""",,,,,,,,,,
ya_tzMyS0zc,30,40," ""/m/04rlf""",,,,,,,,,,
yaa8wUWc_uQ,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaaLfgXF62c,110,120," ""/m/0ytgt""",,,,,,,,,,
yaaOgYSeSY4,30,40," ""/m/09x0r""",,,,,,,,,,
yaa_2BdEy8s,30,40," ""/m/04rlf","/t/dd00035""",,,,,,,,,
yaaviSqRJj8,30,40," ""/m/04rlf",/t/dd00034,"/t/dd00035""",,,,,,,,
yab1CLHqCXY,310,320," ""/m/09x0r""",,,,,,,,,,
yabLLyoQDVM,300,310," ""/m/07sq110",/m/09x0r,"/t/dd00125""",,,,,,,,
yabZzMKD3A8,200,210," ""/m/04rlf","/t/dd00126""",,,,,,,,,
yabtT066HF4,30,40," ""/m/02lkt",/m/03mb9,/m/04rlf,/m/064t9,/m/07gxw,"/m/0glt670""",,,,,
yac5ED8-Oi0,4,14," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yac5VrNt1vs,30,40," ""/m/04rlf""",,,,,,,,,,
yacKwGqcYNE,20,30," ""/m/0jbk""",,,,,,,,,,
yacPplfTbEE,200,210," ""/m/04rlf","/t/dd00129""",,,,,,,,,
yacV4MSqGVM,200,210," ""/m/07yv9",/m/09ct_,"/t/dd00129""",,,,,,,,
yacpCZ3MkQU,0,10," ""/m/07s0s5r""",,,,,,,,,,
yacv4ogdSxs,270,280," ""/m/01w250""",,,,,,,,,,
yad6y5YYejE,19,29," ""/m/09x0r""",,,,,,,,,,
yadHIC-dlRk,30,40," ""/m/07yv9""",,,,,,,,,,
yadIbMsHZIU,80,90," ""/m/09x0r""",,,,,,,,,,
yadP1YEKp9M,410,420," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yad_i1Ze9S8,10,20," ""/m/015lz1""",,,,,,,,,,
yae1gWJ_JbY,30,40," ""/m/04rlf""",,,,,,,,,,
yae9RlWOjAY,60,70," ""/m/01lyv",/m/0342h,/m/04rlf,/m/04szw,/m/05pd6,/m/06w87,/m/0l14md,"/t/dd00126""",,,
yaeBhaLEWvE,10,20," ""/m/06hck5","/m/06wzb""",,,,,,,,,
yaeXm_QUlaQ,10,20," ""/m/04szw","/m/05148p4""",,,,,,,,,
yaegM-hK2ms,70,80," ""/m/07rdhzs""",,,,,,,,,,
yaf5XhN6UWw,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yafBiN1AIJg,380,390," ""/m/09x0r""",,,,,,,,,,
yafCq6NyrTc,30,40," ""/m/04rlf""",,,,,,,,,,
yafYkLlADuA,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yafe1LxMvFs,70,80," ""/m/01m2v","/m/0316dw""",,,,,,,,,
yaffORr6pd8,340,350," ""/m/03w41f""",,,,,,,,,,
yafjxyQ5jd0,40,50," ""/m/04rlf","/t/dd00127""",,,,,,,,,
yafkkZLkyzo,30,35," ""/m/04rlf""",,,,,,,,,,
yafvIgftKDg,30,40," ""/m/09x0r""",,,,,,,,,,
yafwDfgkbKM,90,100," ""/m/0jbk""",,,,,,,,,,
yafwOrnbFqY,30,40," ""/m/09x0r""",,,,,,,,,,
yagQYXSjZJY,30,40," ""/m/04rlf""",,,,,,,,,,
yagXU8gIc_A,30,40," ""/m/0dwsp",/m/0dwtp,"/m/0j45pbj""",,,,,,,,
yagYgnaHP5U,2,12," ""/m/015p6","/m/0h0rv""",,,,,,,,,
yagotr_LBE8,0,10," ""/m/0283d",/m/02lkt,/m/03mb9,"/m/04rlf""",,,,,,,
yahG05F8RHw,240,250," ""/m/01xqw","/m/04rlf""",,,,,,,,,
yahG8XIG-fs,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yahRZPKqzY8,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yai6fOkNOpU,30,40," ""/m/04rlf","/t/dd00127""",,,,,,,,,
yai7-EeZ1uQ,21,31," ""/m/04rlf""",,,,,,,,,,
yai9NQEDzdc,260,270," ""/m/09d5_""",,,,,,,,,,
yaiHWzNSkIo,160,170," ""/m/012f08",/m/07yv9,/m/0k4j,"/t/dd00128""",,,,,,,
yaiHrRA4-p4,260,270," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yai_1ch8c0E,30,40," ""/m/04rlf",/m/04szw,"/m/07y_7""",,,,,,,,
yai_sp62ggg,590,600," ""/m/04cvmfc""",,,,,,,,,,
yaianE6W3_E,30,40," ""/m/07yv9",/m/09ct_,"/m/0k5j""",,,,,,,,
yaiqp2LAp4A,80,90," ""/m/09x0r",/t/dd00125,/t/dd00128,"/t/dd00129""",,,,,,,
yaiwJ4CQGak,17,27," ""/m/015p6",/m/0h0rv,"/t/dd00125""",,,,,,,,
yajRB78fGf0,440,450," ""/m/04rlf","/t/dd00126""",,,,,,,,,
yajVMcXIKc4,30,40," ""/m/04rlf""",,,,,,,,,,
yaja6-50d-0,30,40," ""/m/04rlf""",,,,,,,,,,
yajlx6BNbPI,160,170," ""/m/03k3r",/m/0ch8v,/m/0jbk,"/t/dd00129""",,,,,,,
yajr-Ryknh0,220,230," ""/m/0192l","/m/04rlf""",,,,,,,,,
yajyRTUQk3U,400,410," ""/m/07p9k1k","/m/0dxrf""",,,,,,,,,
yak7YESwNj0,30,40," ""/m/09x0r""",,,,,,,,,,
yakEs2D51Do,20,30," ""/m/04rlf","/m/0g293""",,,,,,,,,
yakWaYd_8I4,30,40," ""/m/01sm1g","/m/04rlf""",,,,,,,,,
yakk5bM_gxE,30,40," ""/m/0dwsp",/m/0dwtp,"/m/0j45pbj""",,,,,,,,
yaksZIeyfYw,50,60," ""/m/09x0r""",,,,,,,,,,
yal1Nr9vGvA,10,20," ""/m/09x0r""",,,,,,,,,,
yal3TCtSH88,30,40," ""/m/04rlf","/m/07gxw""",,,,,,,,,
yalEArXIi5U,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yaln9y8I7ms,230,240," ""/m/01jt3m",/m/04k94,/m/09x0r,"/t/dd00125""",,,,,,,
yam71aC8yaY,30,40," ""/m/09x0r""",,,,,,,,,,
yamJzq59asU,50,60," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yamT0imRdbI,30,40," ""/m/02lkt","/m/04rlf""",,,,,,,,,
yamVviDmVIE,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yanEEt_CUFE,70,80," ""/m/09x0r",/m/0dxrf,"/t/dd00129""",,,,,,,,
yanIZYyWYzU,30,40," ""/m/04rlf""",,,,,,,,,,
yanS8_yhvtQ,180,190," ""/m/028sqc","/m/04rlf""",,,,,,,,,
yanVaCqvbkg,30,40," ""/m/04rlf""",,,,,,,,,,
yanXpU3Q3Ys,13,23," ""/m/09x0r""",,,,,,,,,,
yancEahTogU,330,340," ""/m/01wy6",/m/04rlf,"/m/04szw""",,,,,,,,
yaneLcu8SuY,30,40," ""/m/01lyv",/m/03k3r,/m/04rlf,/m/07rv9rh,"/m/09x0r""",,,,,,
yankVEWWMZk,1,11," ""/m/09x0r""",,,,,,,,,,
yanoH1HoAK0,0,10," ""/m/015lz1""",,,,,,,,,,
yanyWQjQRyo,20,30," ""/m/04rlf",/m/064t9,/m/06j6l,"/m/0glt670""",,,,,,,
yao9Zm_qjs4,30,40," ""/m/06mb1""",,,,,,,,,,
yaoECsyIITQ,20,30," ""/m/09ct_","/m/09x0r""",,,,,,,,,
yaoYwqdJvf8,390,400," ""/m/04rlf",/m/09x0r,"/t/dd00125""",,,,,,,,
yaozBDoaLbQ,15,25," ""/m/09x0r""",,,,,,,,,,
yap-fLDpsjQ,180,190," ""/m/02qldy","/m/09x0r""",,,,,,,,,
yap15aq9KDk,30,40," ""/m/09x0r""",,,,,,,,,,
yap53rAALE4,40,50," ""/m/04rlf","/t/dd00037""",,,,,,,,,
yapIOQfVooc,30,40," ""/m/01s0ps",/m/05148p4,"/m/05r5c""",,,,,,,,
yapPKw8lOWY,170,180," ""/m/09x0r""",,,,,,,,,,
yapPlp4AZfU,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yapd1OR3CyM,180,190," ""/m/0d8_n""",,,,,,,,,,
yaqhhqEO8NI,300,310," ""/m/07yv9""",,,,,,,,,,
yaqmSJyLuUc,30,40," ""/m/04rlf""",,,,,,,,,,
yar749o_zJ0,80,90," ""/m/04rlf","/m/0ln16""",,,,,,,,,
yarCfoGolM8,30,40," ""/m/07qwyj0","/m/09x0r""",,,,,,,,,
yarNq-zvEGA,10,20," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yarcAIPawZs,30,40," ""/m/01j3sz","/m/09x0r""",,,,,,,,,
yarf4vXpiDw,120,130," ""/m/09x0r""",,,,,,,,,,
yarlElXzhio,70,80," ""/m/0192l","/m/04rlf""",,,,,,,,,
yarpgYkRK5E,24,34," ""/m/09x0r""",,,,,,,,,,
yarx4w9ORE4,20,30," ""/m/04rlf",/m/085jw,"/m/0l14j_""",,,,,,,,
yas7rCqEqOM,30,40," ""/m/04rlf""",,,,,,,,,,
yasE3ulqhYc,20,30," ""/m/09x0r","/t/dd00125""",,,,,,,,,
yasPHSamwL0,10,20," ""/m/02mk9","/m/07pb8fc""",,,,,,,,,
yasYCDuEgy8,20,30," ""/m/04rlf","/m/06j6l""",,,,,,,,,
yasgZctofIw,30,40," ""/m/01hnzm",/m/09x0r,"/t/dd00002""",,,,,,,,
yasqIek_3hs,30,40," ""/m/04rlf""",,,,,,,,,,
yat3fUN2-h8,30,40," ""/m/09x0r""",,,,,,,,,,
yat4Orvop1w,30,40," ""/m/04rlf""",,,,,,,,,,
yat9HeEzs7k,90,100," ""/m/019jd","/m/07yv9""",,,,,,,,,
yatEEo_OzPY,30,40," ""/m/09x0r""",,,,,,,,,,
yatEODaJgKU,110,120," ""/m/09x0r","/t/dd00129""",,,,,,,,,
yatKdBnzs5s,50,60," ""/m/07r660_","/t/dd00125""",,,,,,,,,
yatZaMrjzkQ,160,170," ""/m/09x0r""",,,,,,,,,,
yat_S5ppUGg,30,40," ""/m/09x0r","/m/0jbk""",,,,,,,,,
yatcaQpU_RA,30,40," ""/m/04rlf","/m/05pd6""",,,,,,,,,
yatpbl9jadU,40,50," ""/m/09x0r""",,,,,,,,,,
yatx1cRwe60,10,20," ""/m/04229",/m/07yv9,/m/0cmf2,"/m/0k5j""",,,,,,,
yatx6mu58jw,30,40," ""/m/07rqsjt""",,,,,,,,,,
yatzEbXqU74,0,10," ""/m/01s0ps","/m/05148p4""",,,,,,,,,
yau2WIRkxb8,100,110," ""/m/09ct_""",,,,,,,,,,
yauOdu9ETs0,80,90," ""/m/04rlf",/m/04szw,"/m/0mkg""",,,,,,,,
yauPG6cyPts,250,260," ""/m/0155w",/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,"/t/dd00125""",,,
yauZfBHWNig,30,40," ""/m/02qmj0d",/m/04rlf,"/m/04szw""",,,,,,,,
yaubiSxcTZw,30,40," ""/m/09x0r""",,,,,,,,,,
yauc_wJTXKk,30,40," ""/m/07qlf79","/m/09x0r""",,,,,,,,,
yauxVoSuBss,120,130," ""/m/04rlf","/m/0g293""",,,,,,,,,
yavaDxmWVQc,30,40," ""/m/09x0r""",,,,,,,,,,
yavh7qIt_HA,110,120," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yavjlU16GaI,260,270," ""/m/09x0r""",,,,,,,,,,
yavwuu7RoxM,30,40," ""/m/04rlf""",,,,,,,,,,
yavwzRdlpOI,50,60," ""/m/03k3r","/t/dd00128""",,,,,,,,,
yaw2BoxzEmQ,130,140," ""/m/09x0r""",,,,,,,,,,
yawF3mzs7us,10,20," ""/m/02c8p","/m/09x0r""",,,,,,,,,
yawPQ9r2lPc,0,10," ""/m/04rlf","/m/06by7""",,,,,,,,,
yawVtGa3xxw,30,40," ""/m/0342h",/m/04rlf,/m/04szw,"/m/0fx80y""",,,,,,,
yaweXTHyyNw,310,320," ""/m/09x0r""",,,,,,,,,,
yawg6Y5kiMc,0,10," ""/m/04rlf",/m/05148p4,"/m/05r5c""",,,,,,,,
yawkD56Kto8,30,40," ""/m/04rlf""",,,,,,,,,,
yawrAFKamCc,30,40," ""/m/04rlf","/m/09x0r""",,,,,,,,,
yawxy6KXhWc,30,40," ""/m/04rlf",/m/09x0r,"/m/0b9m1""",,,,,,,,
yaxDkKJEtLw,570,580," ""/m/01kcd""",,,,,,,,,,
yaxSv5FzL3M,30,40," ""/m/026z9",/m/02lkt,/m/04rlf,"/m/07lnk""",,,,,,,
yaxUTqnvbU4,30,40," ""/m/05zppz","/m/09x0r""",,,,,,,,,
